image,output,flag,username,timestamp
"{""path"":""flagged\\image\\a1b3ae3b3fcbd59c9d17\\download 1.jpg"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\namtr\\AppData\\Local\\Temp\\gradio\\2919f95c174fcdaa7ea80b92503af95de665c832\\download 1.jpg"",""size"":15263,""orig_name"":""download (1).jpg"",""mime_type"":"""",""is_stream"":false}","{""path"":""flagged\\output\\5f097e4cc2d3ddfb4cd8\\image.png"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\namtr\\AppData\\Local\\Temp\\gradio\\bc522cb788273a5afd4806f990f898c911f2673b\\image.png"",""size"":null,""orig_name"":""image.png"",""mime_type"":null,""is_stream"":false}",,,2024-03-05 23:02:51.107435
